input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input00001.dcm,dataset\bone_masks\mask00001.dcm,12428,248851,386,479,0.9628883551561168,0.96987669736226,0.0015487267139309173,0.037111644843883164,0.3299713134765625,0.9349281576769728,0.9663698923058979
dataset\inputs\input00002.dcm,dataset\bone_masks\mask00002.dcm,11833,249410,429,472,0.961641609101991,0.9650138639699886,0.0017171058161455977,0.03835839089800894,0.3437042236328125,0.9292445421705672,0.9633247852810681
dataset\inputs\input00003.dcm,dataset\bone_masks\mask00003.dcm,6336,255452,188,168,0.974169741697417,0.9711833231146536,0.0007354091691441089,0.025830258302583026,0.13580322265625,0.9468021518230721,0.9726742400982499
dataset\inputs\input00004.dcm,dataset\bone_masks\mask00004.dcm,5435,256348,105,256,0.9550166930240731,0.9810469314079422,0.0004094317477276538,0.0449833069759269,0.1377105712890625,0.9377156659765357,0.9678568248597632
dataset\inputs\input00005.dcm,dataset\bone_masks\mask00005.dcm,6617,254994,132,401,0.9428612140210886,0.9804415468958364,0.0005173914065990923,0.05713878597891137,0.2033233642578125,0.9254545454545453,0.9612842304060434
dataset\inputs\input00006.dcm,dataset\bone_masks\mask00006.dcm,6574,254875,183,512,0.9277448489980242,0.9729169749889004,0.0007174838664146978,0.07225515100197573,0.2651214599609375,0.9043884991057917,0.9497941197717258
dataset\inputs\input00007.dcm,dataset\bone_masks\mask00007.dcm,5660,255941,159,384,0.9364659166115156,0.9726757174772298,0.0006208512299882859,0.06353408338848444,0.2071380615234375,0.9124617120748023,0.9542274298238219
dataset\inputs\input00008.dcm,dataset\bone_masks\mask00008.dcm,5301,256259,125,459,0.9203125,0.9769627718392923,0.0004875499251123315,0.0796875,0.2227783203125,0.9007646559048428,0.947791882710531
dataset\inputs\input00009.dcm,dataset\bone_masks\mask00009.dcm,5414,256124,140,466,0.9207482993197279,0.9747929420237667,0.0005463116161458496,0.07925170068027211,0.231170654296875,0.8993355481727574,0.9470001749169145
dataset\inputs\input00010.dcm,dataset\bone_masks\mask00010.dcm,5775,255681,117,571,0.9100220611408761,0.980142566191446,0.0004573921610020407,0.08997793885912386,0.262451171875,0.8935478879777194,0.9437816636705344
dataset\inputs\input00011.dcm,dataset\bone_masks\mask00011.dcm,6288,255313,117,426,0.936550491510277,0.9817330210772833,0.000458051129467956,0.06344950848972297,0.2071380615234375,0.9205094422485729,0.9586096501257718
dataset\inputs\input00012.dcm,dataset\bone_masks\mask00012.dcm,6723,254903,130,388,0.9454366474476164,0.9810302057493069,0.0005097379554802712,0.054563352552383634,0.197601318359375,0.9284629194862587,0.9629046118590662
dataset\inputs\input00013.dcm,dataset\bone_masks\mask00013.dcm,6695,254896,185,368,0.9478974939827269,0.9731104651162791,0.0007252598194299065,0.05210250601727311,0.2109527587890625,0.9237030905077264,0.9603385211217098
dataset\inputs\input00014.dcm,dataset\bone_masks\mask00014.dcm,6088,255695,212,149,0.9761103094436427,0.9663492063492064,0.0008284259516152352,0.023889690556357222,0.1377105712890625,0.9440223290432626,0.9712052325117652
dataset\inputs\input00015.dcm,dataset\bone_masks\mask00015.dcm,6074,255566,136,368,0.942874883576529,0.9780998389694042,0.0005318691289078693,0.05712511642347097,0.1922607421875,0.9233809668592277,0.9601644008852356
dataset\inputs\input00016.dcm,dataset\bone_masks\mask00016.dcm,5798,255863,104,379,0.9386433543791485,0.9823788546255506,0.0004063023749155165,0.061356645620851545,0.1842498779296875,0.9231014169718197,0.9600132461296464
dataset\inputs\input00017.dcm,dataset\bone_masks\mask00017.dcm,5716,255978,96,354,0.9416803953871499,0.9834824501032347,0.0003748916328873685,0.05831960461285008,0.171661376953125,0.9270191372040222,0.9621275879481569
dataset\inputs\input00018.dcm,dataset\bone_masks\mask00018.dcm,6001,255704,174,265,0.9577082668368976,0.9718218623481781,0.0006800115680128811,0.04229173316310246,0.1674652099609375,0.9318322981366458,0.9647134474720681
dataset\inputs\input00019.dcm,dataset\bone_masks\mask00019.dcm,5604,256096,126,318,0.9463019250253293,0.9780104712041885,0.0004917610509636175,0.05369807497467072,0.16937255859375,0.9265873015873017,0.9618949536560247
dataset\inputs\input00020.dcm,dataset\bone_masks\mask00020.dcm,5135,256625,77,307,0.9435869165747887,0.9852264006139677,0.0002999587069831945,0.05641308342521132,0.146484375,0.9304221779307846,0.9639571991740191
dataset\inputs\input00021.dcm,dataset\bone_masks\mask00021.dcm,4885,256875,100,284,0.9450570710001934,0.9799398194583752,0.0003891429127347018,0.05494292899980654,0.146484375,0.9271208958056558,0.9621823911758913
dataset\inputs\input00022.dcm,dataset\bone_masks\mask00022.dcm,4777,257021,109,237,0.9527323494216194,0.9776913630781826,0.00042391008439310855,0.04726765057838053,0.131988525390625,0.9324614483700957,0.965050505050505
dataset\inputs\input00023.dcm,dataset\bone_masks\mask00023.dcm,5754,256041,79,270,0.9551792828685259,0.9864563689353677,0.0003084491644541621,0.044820717131474105,0.1331329345703125,0.9428150090119614,0.9705659104326558
dataset\inputs\input00024.dcm,dataset\bone_masks\mask00024.dcm,7306,254451,101,286,0.9623287671232876,0.9863642500337518,0.0003967755114868475,0.03767123287671233,0.1476287841796875,0.9496945274925257,0.9741982798853257
dataset\inputs\input00025.dcm,dataset\bone_masks\mask00025.dcm,6487,255248,285,124,0.9812433822417184,0.9579149438865918,0.0011153158300493478,0.018756617758281652,0.1560211181640625,0.9406902552204176,0.9694388403198088
dataset\inputs\input00026.dcm,dataset\bone_masks\mask00026.dcm,7885,253895,98,266,0.9673659673659674,0.9877239133157961,0.00038583740496785345,0.03263403263403263,0.13885498046875,0.9558734392047521,0.9774389488037685
dataset\inputs\input00027.dcm,dataset\bone_masks\mask00027.dcm,7610,253998,226,310,0.9608585858585859,0.9711587544665645,0.0008889797973440745,0.039141414141414144,0.2044677734375,0.9342008347655292,0.965981213505966
dataset\inputs\input00028.dcm,dataset\bone_masks\mask00028.dcm,7105,254359,137,543,0.9290010460251046,0.9810825738746203,0.000538318873381114,0.0709989539748954,0.2593994140625,0.9126525369299935,0.9543317662860981
dataset\inputs\input00029.dcm,dataset\bone_masks\mask00029.dcm,7474,253929,166,575,0.9285625543545782,0.9782722513089005,0.0006532989629862846,0.07143744564542179,0.2826690673828125,0.9097991479001826,0.9527694563069666
dataset\inputs\input00030.dcm,dataset\bone_masks\mask00030.dcm,7645,253788,172,539,0.9341397849462365,0.9779966739158245,0.0006772720113403686,0.06586021505376344,0.2712249755859375,0.9149114408808044,0.9555652771701769
dataset\inputs\input00031.dcm,dataset\bone_masks\mask00031.dcm,7626,253992,233,293,0.9630003788357115,0.9703524621453111,0.000916510964696627,0.03699962116428842,0.200653076171875,0.9354759568204123,0.9666624413740652
dataset\inputs\input00032.dcm,dataset\bone_masks\mask00032.dcm,7802,253844,191,307,0.9621408311752374,0.9761040910796948,0.0007518649005058358,0.03785916882476261,0.189971923828125,0.9400000000000001,0.9690721649484536
dataset\inputs\input00033.dcm,dataset\bone_masks\mask00033.dcm,7372,254018,172,582,0.926829268292683,0.9772004241781548,0.0006766591919430347,0.07317073170731707,0.287628173828125,0.9072114201329067,0.9513485611046587
dataset\inputs\input00034.dcm,dataset\bone_masks\mask00034.dcm,7055,254477,186,426,0.943055741211068,0.9743129402016296,0.0007303770080459274,0.05694425878893196,0.23345947265625,0.9201773835920177,0.9584295612009238
dataset\inputs\input00035.dcm,dataset\bone_masks\mask00035.dcm,6447,255346,186,165,0.9750453720508166,0.9719583898688376,0.0007278931797191741,0.0249546279491833,0.1338958740234375,0.9483671668137689,0.9734994337485844
dataset\inputs\input00036.dcm,dataset\bone_masks\mask00036.dcm,6138,255645,234,127,0.9797286512370311,0.963276836158192,0.0009144947416552355,0.020271348762968874,0.1377105712890625,0.9444529927681181,0.9714330932974599
dataset\inputs\input00037.dcm,dataset\bone_masks\mask00037.dcm,5196,256618,192,138,0.9741282339707537,0.9643652561247216,0.0007476344379112963,0.025871766029246346,0.125885009765625,0.94028230184582,0.9692221600447678
dataset\inputs\input00038.dcm,dataset\bone_masks\mask00038.dcm,3871,257949,124,200,0.9508720216163105,0.9689612015018774,0.0004804842040817908,0.04912797838368951,0.12359619140625,0.9227651966626937,0.9598313910240516
dataset\inputs\input00039.dcm,dataset\bone_masks\mask00039.dcm,3934,257884,97,229,0.9449915926014893,0.9759364921855619,0.00037599668192618834,0.05500840739851069,0.124359130859375,0.923474178403756,0.9602147913107152
dataset\inputs\input00040.dcm,dataset\bone_masks\mask00040.dcm,4216,257653,99,176,0.9599271402550091,0.9770567786790266,0.0003840901331512462,0.04007285974499089,0.1049041748046875,0.9387664217323538,0.9684162168370277
dataset\inputs\input00041.dcm,dataset\bone_masks\mask00041.dcm,4508,257362,135,139,0.9700882289649236,0.9709239715701056,0.0005242779527528476,0.029911771035076393,0.104522705078125,0.9427017984107068,0.9705059203444564
dataset\inputs\input00042.dcm,dataset\bone_masks\mask00042.dcm,11330,249979,421,414,0.9647479564032697,0.9641732618500554,0.0016813099041533546,0.035252043596730245,0.3185272216796875,0.9313604603370325,0.9644605235156416
dataset\inputs\input00043.dcm,dataset\bone_masks\mask00043.dcm,4673,257165,191,115,0.9759816207184628,0.9607319078947368,0.000742162607438723,0.024018379281537175,0.116729736328125,0.9385418758786904,0.9682967260671363
dataset\inputs\input00044.dcm,dataset\bone_masks\mask00044.dcm,4616,257172,222,134,0.9717894736842105,0.9541132699462588,0.0008624909671554116,0.028210526315789474,0.13580322265625,0.9283990345937246,0.9628702544847726
dataset\inputs\input00045.dcm,dataset\bone_masks\mask00045.dcm,4127,257501,411,105,0.9751890359168242,0.9094314676068753,0.0015935667979776048,0.024810964083175804,0.19683837890625,0.8888649580012922,0.9411630558722919
dataset\inputs\input00046.dcm,dataset\bone_masks\mask00046.dcm,3818,257861,314,151,0.9619551524313429,0.9240077444336883,0.001216229301830154,0.03804484756865709,0.1773834228515625,0.8914312397851972,0.9425996790519688
dataset\inputs\input00047.dcm,dataset\bone_masks\mask00047.dcm,3745,258048,164,187,0.952441505595117,0.9580455359426964,0.0006351370191935309,0.04755849440488301,0.1338958740234375,0.9143066406250001,0.9552353016196914
dataset\inputs\input00048.dcm,dataset\bone_masks\mask00048.dcm,4093,257632,192,227,0.9474537037037037,0.9551925320886815,0.0007446940548591287,0.0525462962962963,0.1598358154296875,0.9071365248226951,0.9513073794305636
dataset\inputs\input00049.dcm,dataset\bone_masks\mask00049.dcm,4453,257247,137,307,0.9355042016806723,0.9701525054466231,0.0005322786187175582,0.06449579831932774,0.16937255859375,0.909332244231162,0.9525133689839572
dataset\inputs\input00050.dcm,dataset\bone_masks\mask00050.dcm,4859,256784,116,385,0.9265827612509535,0.9766834170854272,0.0004515375632541845,0.07341723874904653,0.1911163330078125,0.9065298507462687,0.950973676484979
dataset\inputs\input00051.dcm,dataset\bone_masks\mask00051.dcm,5060,256791,73,220,0.9583333333333334,0.9857782972920319,0.0002841970848386695,0.041666666666666664,0.1117706298828125,0.9452643377545302,0.971862095457601
dataset\inputs\input00052.dcm,dataset\bone_masks\mask00052.dcm,3245,258620,22,257,0.9266133637921188,0.9932659932659933,8.5059657750868e-05,0.07338663620788122,0.1064300537109375,0.920828603859251,0.9587826857733787
dataset\inputs\input00053.dcm,dataset\bone_masks\mask00053.dcm,10777,250515,342,510,0.9548152742092673,0.9692418382948107,0.0013633265167007499,0.045184725790732704,0.32501220703125,0.9267348869206293,0.9619744711238061
dataset\inputs\input00054.dcm,dataset\bone_masks\mask00054.dcm,2521,259487,36,100,0.9618466234261732,0.9859210011732499,0.00013871602902247585,0.03815337657382678,0.0518798828125,0.9488144523899134,0.973735032831209
dataset\inputs\input00055.dcm,dataset\bone_masks\mask00055.dcm,2047,259973,22,102,0.952536063285249,0.9893668438859352,8.46170118656128e-05,0.04746393671475105,0.04730224609375,0.9428834638415479,0.9706021811284969
dataset\inputs\input00056.dcm,dataset\bone_masks\mask00056.dcm,2765,259228,30,121,0.9580734580734581,0.9892665474060823,0.00011571484775783196,0.041926541926541924,0.0576019287109375,0.9482167352537721,0.9734201725048407
dataset\inputs\input00057.dcm,dataset\bone_masks\mask00057.dcm,4882,256800,299,163,0.9676907829534193,0.9422891333719359,0.0011629761298176968,0.032309217046580775,0.176239013671875,0.9135479041916168,0.9548210443966361
dataset\inputs\input00058.dcm,dataset\bone_masks\mask00058.dcm,5274,256514,190,166,0.9694852941176471,0.9652269399707174,0.0007401520817751185,0.03051470588235294,0.13580322265625,0.9367673179396093,0.967351430667645
dataset\inputs\input00059.dcm,dataset\bone_masks\mask00059.dcm,4231,257543,270,100,0.976910644193027,0.9400133303710286,0.0010472706962022862,0.023089355806972984,0.141143798828125,0.9195826994131713,0.9581068840579711
dataset\inputs\input00060.dcm,dataset\bone_masks\mask00060.dcm,3850,258027,167,100,0.9746835443037974,0.9584266865820263,0.0006468004678652486,0.02531645569620253,0.1018524169921875,0.9351469516638329,0.9664867578762395
dataset\inputs\input00061.dcm,dataset\bone_masks\mask00061.dcm,3319,258589,129,107,0.9687682428488033,0.9625870069605569,0.0004986123887785156,0.03123175715119673,0.09002685546875,0.9336146272855135,0.9656677334885074
dataset\inputs\input00062.dcm,dataset\bone_masks\mask00062.dcm,3024,258924,81,115,0.9633641287034087,0.9739130434782609,0.00031273527538078417,0.03663587129659127,0.07476806640625,0.9391304347826088,0.968609865470852
dataset\inputs\input00063.dcm,dataset\bone_masks\mask00063.dcm,3079,258869,59,137,0.9574004975124378,0.9811982154238368,0.00022786257183464128,0.04259950248756219,0.07476806640625,0.9401526717557251,0.9691532892666037
dataset\inputs\input00064.dcm,dataset\bone_masks\mask00064.dcm,10430,250875,343,496,0.9546036976020501,0.96816114359974,0.0013653480244250015,0.045396302397949846,0.3200531005859375,0.9255479634395244,0.9613346237153786
dataset\inputs\input00065.dcm,dataset\bone_masks\mask00065.dcm,3535,258372,127,110,0.9698216735253772,0.9653194975423266,0.0004912978386763585,0.03017832647462277,0.0904083251953125,0.9371686108165429,0.9675653482961544
dataset\inputs\input00066.dcm,dataset\bone_masks\mask00066.dcm,4042,257850,101,151,0.9639875983782494,0.9756215302920589,0.000391547231838605,0.03601240162175054,0.09613037109375,0.9413134606427573,0.9697696737044146
dataset\inputs\input00067.dcm,dataset\bone_masks\mask00067.dcm,4091,257514,122,417,0.9074977817213842,0.9710420128174697,0.00047353630703783633,0.0925022182786158,0.2056121826171875,0.883585313174946,0.9381951611053778
dataset\inputs\input00068.dcm,dataset\bone_masks\mask00068.dcm,4103,257625,152,264,0.9395465994962217,0.9642773207990599,0.0005896569515511469,0.060453400503778336,0.15869140625,0.907944235450321,0.9517513337972628
dataset\inputs\input00069.dcm,dataset\bone_masks\mask00069.dcm,3993,257718,109,324,0.9249478804725504,0.9734275962944905,0.0004227641015099272,0.07505211952744961,0.1651763916015625,0.9021690013556257,0.9485687136239458
dataset\inputs\input00070.dcm,dataset\bone_masks\mask00070.dcm,3616,258086,127,315,0.9198677181378784,0.9660699973283462,0.0004918420064055644,0.0801322818621216,0.168609619140625,0.8910793494332182,0.942402918947094
dataset\inputs\input00071.dcm,dataset\bone_masks\mask00071.dcm,3502,258265,141,236,0.936864633493847,0.9612956354652759,0.0005456529647144416,0.06313536650615302,0.1438140869140625,0.9028100025779838,0.948922910174773
dataset\inputs\input00072.dcm,dataset\bone_masks\mask00072.dcm,3829,258032,141,142,0.9642407454041803,0.9644836272040302,0.0005461454141215387,0.03575925459581969,0.1079559326171875,0.9311770428015566,0.9643621710112077
dataset\inputs\input00073.dcm,dataset\bone_masks\mask00073.dcm,3826,258029,128,161,0.9596187609731628,0.9676277187658068,0.0004958223096797685,0.04038123902683722,0.1102447509765625,0.9297691373025517,0.9636065986651555
dataset\inputs\input00074.dcm,dataset\bone_masks\mask00074.dcm,3856,257941,109,238,0.9418661455788959,0.9725094577553594,0.00042239875993024605,0.05813385442110405,0.1323699951171875,0.9174399238639068,0.9569425487033131
dataset\inputs\input00075.dcm,dataset\bone_masks\mask00075.dcm,10385,250872,311,576,0.9474500501779035,0.9709237097980553,0.0012381411162379619,0.05254994982209652,0.3383636474609375,0.9213094393186656,0.9590432654568961
dataset\inputs\input00076.dcm,dataset\bone_masks\mask00076.dcm,4375,257310,228,231,0.9498480243161094,0.9504670866825983,0.0008853062460685414,0.05015197568389058,0.1750946044921875,0.905047579644187,0.9501574546639158
dataset\inputs\input00077.dcm,dataset\bone_masks\mask00077.dcm,5124,256723,157,140,0.973404255319149,0.9702707820488544,0.0006111803176580505,0.026595744680851064,0.1132965087890625,0.945213060320974,0.9718349928876244
dataset\inputs\input00078.dcm,dataset\bone_masks\mask00078.dcm,3479,258406,89,170,0.9534118936694985,0.9750560538116592,0.0003443006634557728,0.046588106330501505,0.0988006591796875,0.9307116104868912,0.9641125121241513
dataset\inputs\input00079.dcm,dataset\bone_masks\mask00079.dcm,2149,259801,71,123,0.945862676056338,0.968018018018018,0.00027321142716414237,0.05413732394366197,0.074005126953125,0.9172001707212973,0.9568121104185218
dataset\inputs\input00080.dcm,dataset\bone_masks\mask00080.dcm,1996,259985,91,72,0.965183752417795,0.9563967417345473,0.00034989772220427875,0.03481624758220503,0.0621795654296875,0.9245020842982862,0.9607701564380264
dataset\inputs\input00081.dcm,dataset\bone_masks\mask00081.dcm,1969,259992,91,92,0.95536147501213,0.9558252427184466,0.00034988830488728596,0.044638524987869965,0.0698089599609375,0.9149628252788103,0.9555933025964571
dataset\inputs\input00082.dcm,dataset\bone_masks\mask00082.dcm,3045,258877,94,128,0.9596596281121966,0.9700541573749601,0.0003629750049233312,0.04034037188780334,0.084686279296875,0.9320477502295683,0.964828897338403
dataset\inputs\input00083.dcm,dataset\bone_masks\mask00083.dcm,4187,257669,127,161,0.9629714811407544,0.9705609643022717,0.0004926375894117829,0.03702851885924563,0.10986328125,0.9356424581005587,0.9667513276379589
dataset\inputs\input00084.dcm,dataset\bone_masks\mask00084.dcm,4556,257106,142,340,0.9305555555555556,0.9697743720732227,0.0005519965169797238,0.06944444444444445,0.183868408203125,0.9043271139341008,0.9497602668334376
dataset\inputs\input00085.dcm,dataset\bone_masks\mask00085.dcm,3929,257810,213,192,0.953409366658578,0.9485755673587639,0.000825507803567899,0.04659063334142199,0.1544952392578125,0.9065528380249191,0.9509863245794505
dataset\inputs\input00086.dcm,dataset\bone_masks\mask00086.dcm,10159,251177,415,393,0.9627558756633814,0.9607527898619255,0.0016494960094120639,0.03724412433661865,0.3082275390625,0.9263244278289413,0.9617532897850989
dataset\inputs\input00087.dcm,dataset\bone_masks\mask00087.dcm,3420,258415,229,80,0.9771428571428571,0.9372430802959715,0.0008853868637973431,0.022857142857142857,0.1178741455078125,0.917135961383749,0.9567771716323962
dataset\inputs\input00088.dcm,dataset\bone_masks\mask00088.dcm,3122,258712,212,98,0.9695652173913043,0.9364127174565087,0.0008187730762694845,0.030434782608695653,0.118255615234375,0.9096736596736597,0.9527006408300275
dataset\inputs\input00089.dcm,dataset\bone_masks\mask00089.dcm,3439,258328,253,124,0.9651978669660398,0.9314734561213435,0.0009784168210348015,0.034802133033960146,0.1438140869140625,0.9012054507337525,0.9480358373535492
dataset\inputs\input00090.dcm,dataset\bone_masks\mask00090.dcm,4207,257571,243,123,0.9715935334872979,0.9453932584269663,0.0009425399706765342,0.028406466512702077,0.139617919921875,0.9199650120271157,0.9583143507972666
dataset\inputs\input00091.dcm,dataset\bone_masks\mask00091.dcm,4592,257159,145,248,0.9487603305785124,0.969389909225248,0.0005635357398252651,0.0512396694214876,0.1499176025390625,0.9211634904714143,0.9589641850266263
dataset\inputs\input00092.dcm,dataset\bone_masks\mask00092.dcm,4435,257288,125,296,0.9374339463115621,0.9725877192982456,0.00048560096032445915,0.06256605368843796,0.1605987548828125,0.9133031301482702,0.9546873318264988
dataset\inputs\input00093.dcm,dataset\bone_masks\mask00093.dcm,4279,257361,135,369,0.9206110154905336,0.969415496148618,0.0005242799888153602,0.07938898450946644,0.1922607421875,0.8946268032615512,0.9443831383800485
dataset\inputs\input00094.dcm,dataset\bone_masks\mask00094.dcm,4900,256763,171,310,0.9404990403071017,0.9662788404653915,0.0006655405668381764,0.05950095969289827,0.1834869384765625,0.9106114105184909,0.9532146678338683
dataset\inputs\input00095.dcm,dataset\bone_masks\mask00095.dcm,5122,256510,127,385,0.9300889776647903,0.975804915221947,0.0004948623931857059,0.06991102233520974,0.1953125,0.909123180688676,0.9523986612123466
dataset\inputs\input00096.dcm,dataset\bone_masks\mask00096.dcm,4946,256750,166,282,0.9460596786534048,0.9675273865414711,0.000646125581902256,0.05394032134659526,0.1708984375,0.9169447534297368,0.9566731141199226
dataset\inputs\input00097.dcm,dataset\bone_masks\mask00097.dcm,9482,251829,573,260,0.9733114350236091,0.9430134261561413,0.0022701880333753297,0.026688564976390886,0.3177642822265625,0.9192438196800777,0.9579229176137799
dataset\inputs\input00098.dcm,dataset\bone_masks\mask00098.dcm,4936,256860,198,150,0.9705072748721982,0.9614335800545384,0.0007702541838806806,0.029492725127801808,0.13275146484375,0.9341408024224072,0.9659491193737769
dataset\inputs\input00099.dcm,dataset\bone_masks\mask00099.dcm,5010,256755,219,160,0.9690522243713733,0.9581181870338497,0.0008522262952672255,0.030947775628626693,0.1445770263671875,0.9296715531638524,0.963554187902683
dataset\inputs\input00100.dcm,dataset\bone_masks\mask00100.dcm,5137,256570,191,246,0.9543005758870519,0.9641516516516516,0.0007438824432059386,0.04569942411294817,0.1667022705078125,0.9216002870470039,0.9592008215852862
dataset\inputs\input00101.dcm,dataset\bone_masks\mask00101.dcm,5599,256073,302,170,0.9705321546195181,0.9488222335197424,0.0011779619697708434,0.029467845380481885,0.1800537109375,0.9222533355295668,0.95955441302485
dataset\inputs\input00102.dcm,dataset\bone_masks\mask00102.dcm,5376,256356,220,192,0.9655172413793104,0.9606862044317369,0.0008574457470690945,0.034482758620689655,0.15716552734375,0.9288182446440914,0.9630956646363311
dataset\inputs\input00103.dcm,dataset\bone_masks\mask00103.dcm,4058,257689,129,268,0.938049006010171,0.9691903510866969,0.0005003529621671101,0.061950993989828944,0.1514434814453125,0.9108866442199776,0.9533654410900975
dataset\inputs\input00104.dcm,dataset\bone_masks\mask00104.dcm,3251,258588,121,184,0.9464337700145561,0.9641162514827996,0.000467706960329946,0.05356622998544396,0.1163482666015625,0.9142294713160856,0.9551931834875863
dataset\inputs\input00105.dcm,dataset\bone_masks\mask00105.dcm,3481,258356,154,153,0.9578976334617502,0.9576341127922972,0.0005957216355266721,0.042102366538249864,0.1171112060546875,0.9189545934530094,0.9577658550006879
dataset\inputs\input00106.dcm,dataset\bone_masks\mask00106.dcm,4126,257762,103,153,0.9642439822388409,0.9756443603688816,0.00039943381226610825,0.03575601776115915,0.09765625,0.9415791875855775,0.9699106723084157
dataset\inputs\input00107.dcm,dataset\bone_masks\mask00107.dcm,4797,257038,134,175,0.9648028962188254,0.9728249847901034,0.0005210520585444761,0.03519710378117458,0.1178741455078125,0.9394829612220916,0.9687973341411693
dataset\inputs\input00108.dcm,dataset\bone_masks\mask00108.dcm,7946,253723,267,208,0.9744910473387295,0.9674905637404115,0.001051222489074373,0.025508952661270543,0.1811981201171875,0.9435933974587342,0.9709781878169488
dataset\inputs\input00109.dcm,dataset\bone_masks\mask00109.dcm,5621,256120,177,226,0.9613476996750471,0.9694722318040704,0.0006906050402462767,0.03865230032495297,0.1537322998046875,0.9331009296148738,0.9653928724774581
dataset\inputs\input00110.dcm,dataset\bone_masks\mask00110.dcm,5905,255729,281,229,0.9626671014020215,0.9545748464274167,0.0010976133744775595,0.03733289859797848,0.194549560546875,0.9204988308651597,0.9586038961038961
dataset\inputs\input00111.dcm,dataset\bone_masks\mask00111.dcm,5666,255840,171,467,0.9238545573128975,0.9707041288333048,0.0006679400494510002,0.07614544268710256,0.243377685546875,0.8987944162436549,0.9467000835421888
dataset\inputs\input00112.dcm,dataset\bone_masks\mask00112.dcm,5207,256344,240,353,0.9365107913669065,0.955939049017808,0.0009353661958656814,0.06348920863309353,0.2262115478515625,0.8977586206896552,0.9461251930589625
dataset\inputs\input00113.dcm,dataset\bone_masks\mask00113.dcm,4774,256855,211,304,0.9401339109885781,0.9576730190571715,0.0008208008838197195,0.05986608901142182,0.1964569091796875,0.9026280960484023,0.9488224187618006
dataset\inputs\input00114.dcm,dataset\bone_masks\mask00114.dcm,4728,256954,117,345,0.9319929036073329,0.9758513931888545,0.0004551271827627387,0.06800709639266705,0.176239013671875,0.9109826589595376,0.9534180278281912
dataset\inputs\input00115.dcm,dataset\bone_masks\mask00115.dcm,5016,256705,108,315,0.9409116488463702,0.9789227166276346,0.00042053945867226347,0.05908835115362971,0.1613616943359375,0.9222283507997794,0.9595408895265424
dataset\inputs\input00116.dcm,dataset\bone_masks\mask00116.dcm,5284,256354,100,406,0.9286467486818981,0.9814264487369985,0.0003899334773487643,0.07135325131810194,0.193023681640625,0.9126079447322971,0.9543073866714827
dataset\inputs\input00117.dcm,dataset\bone_masks\mask00117.dcm,5689,255996,135,324,0.9461167470480625,0.976820054945055,0.0005270740363329703,0.053883252951937466,0.1750946044921875,0.9253415744957709,0.9612232829264171
dataset\inputs\input00118.dcm,dataset\bone_masks\mask00118.dcm,5837,255852,108,347,0.9438874514877102,0.9818334735071489,0.0004219409282700422,0.05611254851228978,0.1735687255859375,0.9276859504132231,0.962486602357985
dataset\inputs\input00119.dcm,dataset\bone_masks\mask00119.dcm,6772,254831,346,195,0.972010908568968,0.9513908401236303,0.001355921576004107,0.02798909143103201,0.2063751220703125,0.9260221523314645,0.9615903443379482
dataset\inputs\input00120.dcm,dataset\bone_masks\mask00120.dcm,5835,255840,172,297,0.9515655577299413,0.9713667388047278,0.0006718435073355937,0.048434442270058706,0.1789093017578125,0.9256027918781726,0.9613641980393772
dataset\inputs\input00121.dcm,dataset\bone_masks\mask00121.dcm,5533,256060,146,405,0.9317952172448636,0.9742912484592358,0.0005698539456531073,0.0682047827551364,0.2101898193359375,0.9094345825115054,0.9525695102005681
dataset\inputs\input00122.dcm,dataset\bone_masks\mask00122.dcm,5706,255966,149,323,0.9464256095538232,0.9745516652433818,0.0005817699080491185,0.05357439044617681,0.1800537109375,0.9235998705082552,0.9602827330865029
dataset\inputs\input00123.dcm,dataset\bone_masks\mask00123.dcm,5531,256134,170,309,0.9470890410958904,0.9701806700578846,0.0006632748611024408,0.05291095890410959,0.1827239990234375,0.9202995008319469,0.9584957975911966
dataset\inputs\input00124.dcm,dataset\bone_masks\mask00124.dcm,5150,256442,227,325,0.9406392694063926,0.9577831504556444,0.0008844075443469995,0.0593607305936073,0.2105712890625,0.9031918625043843,0.9491338002211573
dataset\inputs\input00125.dcm,dataset\bone_masks\mask00125.dcm,5358,256248,206,332,0.941652021089631,0.9629762760603882,0.0008032629633384545,0.05834797891036907,0.205230712890625,0.9087516960651291,0.9521947751910432
dataset\inputs\input00126.dcm,dataset\bone_masks\mask00126.dcm,4227,257388,158,371,0.9193127446715963,0.9639680729760547,0.0006134826399944088,0.08068725532840365,0.2017974853515625,0.8887720773759462,0.9411109874206836
dataset\inputs\input00127.dcm,dataset\bone_masks\mask00127.dcm,3993,257718,79,354,0.9185645272601795,0.9805992141453831,0.00030644266612877576,0.08143547273982056,0.1651763916015625,0.9021690013556257,0.9485687136239458
dataset\inputs\input00128.dcm,dataset\bone_masks\mask00128.dcm,4160,257615,84,285,0.9358830146231721,0.9802073515551367,0.00032596168398014736,0.06411698537682789,0.1407623291015625,0.9185250607198057,0.9575325123719646
dataset\inputs\input00129.dcm,dataset\bone_masks\mask00129.dcm,4409,257413,90,232,0.9500107735401853,0.9799955545676817,0.00034951049113990905,0.0499892264598147,0.122833251953125,0.9319382794335235,0.9647702407002188
