input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input02367.dcm,dataset\bone_masks\mask02367.dcm,4634,257156,159,195,0.959618968730586,0.9668266221573127,0.0006179196704428424,0.040381031269413954,0.135040283203125,0.9290296712109061,0.9632093119933486
dataset\inputs\input02368.dcm,dataset\bone_masks\mask02368.dcm,3890,257876,289,89,0.9776325709977381,0.9308446996889208,0.0011194391183932757,0.022367429002261876,0.144195556640625,0.9114339268978444,0.953665113998529
dataset\inputs\input02369.dcm,dataset\bone_masks\mask02369.dcm,4056,257732,170,186,0.9561527581329562,0.9597728348319924,0.0006591651092275361,0.04384724186704385,0.13580322265625,0.9193109700815958,0.9579593764761455
dataset\inputs\input02370.dcm,dataset\bone_masks\mask02370.dcm,3087,258781,129,147,0.9545454545454546,0.9598880597014925,0.0004982426325750261,0.045454545454545456,0.10528564453125,0.9179304192685104,0.9572093023255814
dataset\inputs\input02371.dcm,dataset\bone_masks\mask02371.dcm,2648,259264,88,144,0.9484240687679083,0.9678362573099415,0.0003393071963971745,0.05157593123209169,0.0885009765625,0.9194444444444445,0.9580318379160637
dataset\inputs\input02372.dcm,dataset\bone_masks\mask02372.dcm,2575,259303,68,198,0.9285971871619185,0.9742716609912978,0.0002621727178443234,0.0714028128380815,0.101470947265625,0.9063709961281237,0.9508862629246676
dataset\inputs\input02373.dcm,dataset\bone_masks\mask02373.dcm,2598,259217,140,189,0.9321851453175457,0.9488677867056245,0.0005397964967207363,0.06781485468245425,0.1255035400390625,0.887598223436966,0.9404524886877828
dataset\inputs\input02374.dcm,dataset\bone_masks\mask02374.dcm,2703,259084,184,173,0.9398470097357441,0.9362660200900589,0.0007096903590107533,0.06015299026425591,0.1361846923828125,0.8833333333333334,0.9380530973451328
dataset\inputs\input02375.dcm,dataset\bone_masks\mask02375.dcm,2662,258805,169,508,0.8397476340694007,0.9403037795831861,0.000652575161985373,0.16025236593059936,0.2582550048828125,0.7972446840371369,0.8871854690884853
dataset\inputs\input02376.dcm,dataset\bone_masks\mask02376.dcm,2876,258659,111,498,0.8524007113218731,0.962838968865082,0.0004289523515090621,0.14759928867812686,0.2323150634765625,0.8252510760401721,0.9042603364250904
dataset\inputs\input02377.dcm,dataset\bone_masks\mask02377.dcm,2758,258806,168,412,0.8700315457413249,0.9425837320574163,0.0006487137704943353,0.1299684542586751,0.22125244140625,0.8262432594367883,0.9048556430446194
dataset\inputs\input02378.dcm,dataset\bone_masks\mask02378.dcm,2781,258956,121,286,0.9067492663840887,0.9583046175051688,0.0004670426166738074,0.09325073361591131,0.1552581787109375,0.8723337515683814,0.9318143742670464
dataset\inputs\input02379.dcm,dataset\bone_masks\mask02379.dcm,2509,259233,310,92,0.9646289888504421,0.8900319262149698,0.0011944070924663735,0.03537101114955786,0.153350830078125,0.8619031260735143,0.925830258302583
dataset\inputs\input02380.dcm,dataset\bone_masks\mask02380.dcm,2652,259027,234,231,0.9198751300728408,0.918918918918919,0.0009025653684896687,0.08012486992715921,0.1773834228515625,0.8508180943214629,0.9193967758710349
dataset\inputs\input02381.dcm,dataset\bone_masks\mask02381.dcm,2538,259163,183,260,0.9070764832022874,0.9327453142227122,0.000705621062210329,0.09292351679771266,0.1689910888671875,0.8513921502851391,0.9197318354774415
dataset\inputs\input02382.dcm,dataset\bone_masks\mask02382.dcm,2526,259235,192,191,0.9297018770702982,0.9293598233995585,0.0007400925886665613,0.07029812292970188,0.1461029052734375,0.8683396356136129,0.9295308187672493
dataset\inputs\input02383.dcm,dataset\bone_masks\mask02383.dcm,2603,259204,165,172,0.938018018018018,0.9403901734104047,0.0006361592942872895,0.06198198198198198,0.1285552978515625,0.8853741496598639,0.9392025978711889
dataset\inputs\input02384.dcm,dataset\bone_masks\mask02384.dcm,2733,259015,163,233,0.9214430209035739,0.9437154696132597,0.0006289114045173587,0.07855697909642616,0.15106201171875,0.8734419942473635,0.932446264073695
dataset\inputs\input02385.dcm,dataset\bone_masks\mask02385.dcm,2947,258788,196,213,0.9325949367088607,0.9376391982182628,0.0007568035090970871,0.06740506329113924,0.1560211181640625,0.878128724672229,0.9351102649531969
dataset\inputs\input02386.dcm,dataset\bone_masks\mask02386.dcm,5388,256427,155,174,0.9687162891046386,0.9720368031751759,0.0006040953769165413,0.03128371089536138,0.1255035400390625,0.9424523351408081,0.9703737055380459
dataset\inputs\input02387.dcm,dataset\bone_masks\mask02387.dcm,5486,256310,166,182,0.9678899082568807,0.9706298655343242,0.0006472340491897878,0.03211009174311927,0.13275146484375,0.9403496743229346,0.9692579505300354
dataset\inputs\input02388.dcm,dataset\bone_masks\mask02388.dcm,3471,257118,1332,223,0.9396318354087709,0.7226733291692692,0.005153801508995937,0.06036816459122902,0.5931854248046875,0.6906088340628732,0.8169942332587973
dataset\inputs\input02389.dcm,dataset\bone_masks\mask02389.dcm,3296,257583,1044,221,0.9371623542792152,0.759447004608295,0.00403670150448329,0.06283764572078476,0.4825592041015625,0.7226485419864065,0.8389970726740487
dataset\inputs\input02390.dcm,dataset\bone_masks\mask02390.dcm,1663,260175,237,69,0.960161662817552,0.8752631578947369,0.0009100963089258559,0.03983833718244804,0.116729736328125,0.8445911630269173,0.9157488986784141
dataset\inputs\input02391.dcm,dataset\bone_masks\mask02391.dcm,3230,258258,435,221,0.9359605911330049,0.8813096862210096,0.001681529844255546,0.06403940886699508,0.250244140625,0.831188883170355,0.907813378302417
dataset\inputs\input02392.dcm,dataset\bone_masks\mask02392.dcm,3212,258552,128,252,0.9272517321016166,0.9616766467065868,0.0004948198546466677,0.07274826789838337,0.14495849609375,0.8942093541202673,0.9441504997060552
dataset\inputs\input02393.dcm,dataset\bone_masks\mask02393.dcm,3355,258460,117,212,0.9405663022147462,0.9663018433179723,0.00045247643835298574,0.05943369778525372,0.1255035400390625,0.9106948968512486,0.9532604063077141
dataset\inputs\input02394.dcm,dataset\bone_masks\mask02394.dcm,3647,258161,157,179,0.9532148457919498,0.9587276550998949,0.0006077780100496288,0.046785154208050184,0.128173828125,0.9156414762741651,0.9559633027522936
dataset\inputs\input02395.dcm,dataset\bone_masks\mask02395.dcm,4214,257567,171,192,0.9564230594643668,0.9610034207525656,0.0006634644483933296,0.04357694053563323,0.1384735107421875,0.9206904085645617,0.9587077693095211
dataset\inputs\input02396.dcm,dataset\bone_masks\mask02396.dcm,4884,256830,201,229,0.9552122041854098,0.96047197640118,0.0007820068396419109,0.04478779581459026,0.164031982421875,0.9190816710575839,0.957834869582271
dataset\inputs\input02397.dcm,dataset\bone_masks\mask02397.dcm,5988,255750,125,281,0.9551762641569629,0.9795517749059381,0.0004885197850512946,0.044823735843037164,0.154876708984375,0.9365029715358147,0.9672104668066548
dataset\inputs\input02398.dcm,dataset\bone_masks\mask02398.dcm,6223,255551,105,265,0.9591553637484587,0.9834070796460177,0.00041070813906186437,0.040844636251541305,0.141143798828125,0.9438798725921432,0.9711298377028714
dataset\inputs\input02399.dcm,dataset\bone_masks\mask02399.dcm,6320,255449,112,263,0.9600486100562053,0.9825870646766169,0.0004382515329021251,0.03995138994379462,0.1430511474609375,0.9439880507841671,0.971187091817134
dataset\inputs\input02400.dcm,dataset\bone_masks\mask02400.dcm,5849,255634,242,419,0.933152520740268,0.9602692497126909,0.0009457706076380747,0.06684747925973197,0.2521514892578125,0.8984639016897081,0.9465167084715592
dataset\inputs\input02401.dcm,dataset\bone_masks\mask02401.dcm,1744,260248,106,46,0.9743016759776536,0.9427027027027027,0.00040713797368198683,0.02569832402234637,0.0579833984375,0.9198312236286922,0.9582417582417583
dataset\inputs\input02402.dcm,dataset\bone_masks\mask02402.dcm,3074,258963,24,83,0.9737092176116566,0.9922530664945126,9.266874399101113e-05,0.026290782388343363,0.0408172607421875,0.9663627790003144,0.9828936850519584
dataset\inputs\input02403.dcm,dataset\bone_masks\mask02403.dcm,2339,259308,258,239,0.9072924747866563,0.9006546014632268,0.000993966852361249,0.09270752521334368,0.1895904541015625,0.8247531734837799,0.9039613526570048
dataset\inputs\input02404.dcm,dataset\bone_masks\mask02404.dcm,2314,258578,1040,212,0.9160728424386382,0.689922480620155,0.004005885570337958,0.08392715756136183,0.47760009765625,0.6489063376332024,0.7870748299319728
dataset\inputs\input02405.dcm,dataset\bone_masks\mask02405.dcm,2364,259173,396,211,0.9180582524271844,0.8565217391304348,0.0015256059082556083,0.08194174757281554,0.2315521240234375,0.7956916863009088,0.8862230552952203
dataset\inputs\input02406.dcm,dataset\bone_masks\mask02406.dcm,2479,259206,255,204,0.9239657100260902,0.9067300658376006,0.000982806664585429,0.0760342899739098,0.1750946044921875,0.8437712729748129,0.9152667528152114
dataset\inputs\input02407.dcm,dataset\bone_masks\mask02407.dcm,2200,259320,218,406,0.8442056792018419,0.9098428453267163,0.0008399540722360502,0.1557943207981581,0.238037109375,0.7790368271954675,0.8757961783439491
dataset\inputs\input02408.dcm,dataset\bone_masks\mask02408.dcm,2304,258940,682,218,0.9135606661379857,0.7716008037508373,0.002626896025760529,0.08643933386201427,0.34332275390625,0.7191011235955057,0.8366013071895425
dataset\inputs\input02409.dcm,dataset\bone_masks\mask02409.dcm,2499,259075,350,220,0.9190878999632218,0.8771498771498771,0.0013491375156596318,0.08091210003677823,0.217437744140625,0.8142717497556208,0.8976293103448276
dataset\inputs\input02410.dcm,dataset\bone_masks\mask02410.dcm,2542,259087,133,382,0.8693570451436389,0.9502803738317757,0.0005130776946223285,0.13064295485636115,0.1964569091796875,0.8315341838403665,0.9080192891587784
dataset\inputs\input02411.dcm,dataset\bone_masks\mask02411.dcm,2370,259271,254,249,0.9049255441008018,0.9032012195121951,0.0009787111068297852,0.09507445589919816,0.1918792724609375,0.8249216846501913,0.9040625596032805
dataset\inputs\input02412.dcm,dataset\bone_masks\mask02412.dcm,2283,259363,260,238,0.9055930186433955,0.897758552890287,0.0010014521055530519,0.09440698135660452,0.189971923828125,0.8209277238403452,0.9016587677725119
dataset\inputs\input02413.dcm,dataset\bone_masks\mask02413.dcm,2502,259022,492,128,0.9513307984790874,0.8356713426853707,0.001895851476220936,0.048669201520912544,0.23651123046875,0.8014093529788596,0.8897581792318634
dataset\inputs\input02414.dcm,dataset\bone_masks\mask02414.dcm,2224,259331,291,298,0.8818398096748612,0.8842942345924454,0.0011208603277072051,0.11816019032513878,0.2246856689453125,0.7906150017774618,0.8830653166567402
dataset\inputs\input02415.dcm,dataset\bone_masks\mask02415.dcm,2261,259340,256,287,0.8873626373626373,0.8982916170043703,0.0009861477064361547,0.11263736263736264,0.2071380615234375,0.8063480741797433,0.8927936821322804
dataset\inputs\input02416.dcm,dataset\bone_masks\mask02416.dcm,2464,259212,243,225,0.916325771662328,0.9102327299593647,0.0009365785974446435,0.08367422833767199,0.17852783203125,0.8403819918144612,0.9132690882134915
dataset\inputs\input02417.dcm,dataset\bone_masks\mask02417.dcm,2641,259027,225,251,0.9132088520055325,0.921493370551291,0.0008678814435375619,0.0867911479944675,0.18157958984375,0.8472890599935835,0.9173324070857937
dataset\inputs\input02418.dcm,dataset\bone_masks\mask02418.dcm,2702,258590,633,219,0.9250256761383088,0.8101949025487256,0.0024419129475393773,0.0749743238616912,0.32501220703125,0.7602701181767022,0.8638107416879796
dataset\inputs\input02419.dcm,dataset\bone_masks\mask02419.dcm,2783,258437,696,228,0.9242776486217203,0.7999425122161541,0.0026858794518644868,0.07572235137827964,0.35247802734375,0.7507418397626113,0.8576271186440678
dataset\inputs\input02420.dcm,dataset\bone_masks\mask02420.dcm,2898,258567,168,511,0.8501026694045175,0.9452054794520548,0.0006493130036523857,0.14989733059548255,0.2590179443359375,0.8101761252446184,0.8951351351351351
dataset\inputs\input02421.dcm,dataset\bone_masks\mask02421.dcm,2562,258413,156,1013,0.7166433566433567,0.9426048565121413,0.0006033205836739903,0.28335664335664335,0.4459381103515625,0.6866791744840525,0.814238042269188
dataset\inputs\input02422.dcm,dataset\bone_masks\mask02422.dcm,2941,258533,354,316,0.9029782007982806,0.8925644916540213,0.0013673919509283974,0.09702179920171937,0.255584716796875,0.8144558294101356,0.8977411477411478
dataset\inputs\input02423.dcm,dataset\bone_masks\mask02423.dcm,3004,258513,239,388,0.8856132075471698,0.9263028060437866,0.0009236643581498887,0.11438679245283019,0.2391815185546875,0.8273202974387222,0.905501130369254
dataset\inputs\input02424.dcm,dataset\bone_masks\mask02424.dcm,2386,259319,52,387,0.860439956725568,0.9786710418375718,0.000200485019528012,0.13956004327443203,0.1674652099609375,0.8446017699115043,0.9157551333717137
dataset\inputs\input02425.dcm,dataset\bone_masks\mask02425.dcm,2951,258542,209,442,0.8697318007662835,0.9338607594936709,0.0008077263469513161,0.13026819923371646,0.2483367919921875,0.8192670738478621,0.9006561880054936
dataset\inputs\input02426.dcm,dataset\bone_masks\mask02426.dcm,2836,258689,296,323,0.8977524533080089,0.9054916985951469,0.0011429233353283008,0.10224754669199114,0.2361297607421875,0.8208393632416787,0.9016054681290733
dataset\inputs\input02427.dcm,dataset\bone_masks\mask02427.dcm,2795,258751,269,329,0.8946862996158771,0.9122062663185379,0.0010385298432553471,0.10531370038412292,0.228118896484375,0.8237547892720306,0.9033613445378151
dataset\inputs\input02428.dcm,dataset\bone_masks\mask02428.dcm,2904,258638,252,350,0.892440073755378,0.9201520912547528,0.0009733863803159643,0.107559926244622,0.229644775390625,0.8282943525385056,0.9060842433697348
dataset\inputs\input02429.dcm,dataset\bone_masks\mask02429.dcm,3204,258339,225,376,0.8949720670391061,0.9343832020997376,0.0008701907458114819,0.10502793296089385,0.2292633056640625,0.8420499342969775,0.9142531031530888
dataset\inputs\input02430.dcm,dataset\bone_masks\mask02430.dcm,3498,257918,219,509,0.8729722984776641,0.9410815173527038,0.000848386709383002,0.12702770152233592,0.2777099609375,0.827733080927591,0.905748316934231
dataset\inputs\input02431.dcm,dataset\bone_masks\mask02431.dcm,3710,257461,524,449,0.8920413560952152,0.8762399622106755,0.00203112584064965,0.10795864390478481,0.3711700439453125,0.7922272047832585,0.8840700583819849
dataset\inputs\input02432.dcm,dataset\bone_masks\mask02432.dcm,4031,257153,754,206,0.9513806938871844,0.8424242424242424,0.0029235344523413477,0.048619306112815674,0.3662109375,0.807653776798237,0.8935934382620262
dataset\inputs\input02433.dcm,dataset\bone_masks\mask02433.dcm,4187,257221,470,266,0.9402649898944532,0.8990766587932145,0.0018238898525753712,0.05973501010554682,0.28076171875,0.8504976640260004,0.9192096597145993
dataset\inputs\input02434.dcm,dataset\bone_masks\mask02434.dcm,4320,257270,361,193,0.9572346554398404,0.9228797265541551,0.0014012288893805482,0.04276534456015954,0.211334228515625,0.8863356585966352,0.9397433108549054
dataset\inputs\input02435.dcm,dataset\bone_masks\mask02435.dcm,2253,259669,91,131,0.9450503355704698,0.9611774744027304,0.0003503233754234678,0.0549496644295302,0.084686279296875,0.9103030303030305,0.9530456852791879
dataset\inputs\input02436.dcm,dataset\bone_masks\mask02436.dcm,4072,257264,574,234,0.9456572224802601,0.876452862677572,0.002226204050605419,0.0543427775197399,0.3082275390625,0.8344262295081966,0.9097408400357462
dataset\inputs\input02437.dcm,dataset\bone_masks\mask02437.dcm,4215,257292,468,169,0.9614507299270073,0.9000640614990391,0.0018156424581005587,0.0385492700729927,0.2429962158203125,0.8687139323990106,0.929745229954781
dataset\inputs\input02438.dcm,dataset\bone_masks\mask02438.dcm,4168,257276,456,244,0.9446962828649139,0.9013840830449827,0.0017692797169152454,0.05530371713508613,0.26702880859375,0.8562037797863599,0.9225320938468349
dataset\inputs\input02439.dcm,dataset\bone_masks\mask02439.dcm,3994,257322,540,288,0.9327417094815507,0.8808998676665196,0.002094143379016683,0.06725829051844932,0.31585693359375,0.8282870178349234,0.9060798548094374
dataset\inputs\input02440.dcm,dataset\bone_masks\mask02440.dcm,3758,257554,390,442,0.8947619047619048,0.9059787849566056,0.0015119560834909902,0.10523809523809524,0.3173828125,0.8187363834422658,0.900335409678965
dataset\inputs\input02441.dcm,dataset\bone_masks\mask02441.dcm,3728,257633,393,390,0.9052938319572608,0.9046347973792769,0.001523102323021711,0.0947061680427392,0.2986907958984375,0.8264242961649301,0.9049641946838208
dataset\inputs\input02442.dcm,dataset\bone_masks\mask02442.dcm,3976,257432,386,350,0.919093851132686,0.911508482347547,0.001497180181368252,0.08090614886731391,0.28076171875,0.8438030560271647,0.9152854511970534
dataset\inputs\input02443.dcm,dataset\bone_masks\mask02443.dcm,4008,257439,291,406,0.9080199365654735,0.9323098394975575,0.0011290885810732161,0.09198006343452651,0.2658843994140625,0.8518597236981933,0.9200045908412716
dataset\inputs\input02444.dcm,dataset\bone_masks\mask02444.dcm,4331,256860,616,337,0.9278063410454156,0.8754800889427936,0.002392455995898647,0.0721936589545844,0.3635406494140625,0.8196442089326268,0.9008840353614145
dataset\inputs\input02445.dcm,dataset\bone_masks\mask02445.dcm,4042,256956,191,955,0.8088853311987192,0.9548783368769195,0.0007427658109952673,0.19111466880128078,0.437164306640625,0.7791056283731689,0.875839653304442
dataset\inputs\input02446.dcm,dataset\bone_masks\mask02446.dcm,1995,259675,324,150,0.9300699300699301,0.8602846054333765,0.0012461586390716888,0.06993006993006994,0.180816650390625,0.8080194410692588,0.8938172043010753
dataset\inputs\input02447.dcm,dataset\bone_masks\mask02447.dcm,4864,256644,296,340,0.9346656418139893,0.9426356589147287,0.0011520199268311667,0.06533435818601076,0.24261474609375,0.8843636363636364,0.9386337321497491
dataset\inputs\input02448.dcm,dataset\bone_masks\mask02448.dcm,4748,256602,474,320,0.9368587213891081,0.9092301800076599,0.0018438127246417403,0.06314127861089187,0.302886962890625,0.8567304222302419,0.9228377065111759
dataset\inputs\input02449.dcm,dataset\bone_masks\mask02449.dcm,4885,256531,515,213,0.958218909376226,0.9046296296296297,0.002003532441664138,0.04178109062377403,0.2777099609375,0.8703010867628719,0.930653457801486
dataset\inputs\input02450.dcm,dataset\bone_masks\mask02450.dcm,4981,256402,523,238,0.9543973941368078,0.9049781976744186,0.002035613505886932,0.04560260586319218,0.2902984619140625,0.8674677812608846,0.9290310547421431
dataset\inputs\input02451.dcm,dataset\bone_masks\mask02451.dcm,4723,256377,602,442,0.9144240077444337,0.8869483568075117,0.002342603870355165,0.08557599225556631,0.39825439453125,0.8189700017340039,0.9004766444232603
dataset\inputs\input02452.dcm,dataset\bone_masks\mask02452.dcm,4546,256607,607,384,0.9221095334685598,0.882204541044052,0.0023599026491559556,0.07789046653144016,0.3780364990234375,0.8210222141954128,0.9017157591986512
dataset\inputs\input02453.dcm,dataset\bone_masks\mask02453.dcm,4407,256896,351,490,0.8999387380028588,0.9262295081967213,0.0013644473988034846,0.1000612619971411,0.3208160400390625,0.839748475609756,0.9128948731227343
dataset\inputs\input02454.dcm,dataset\bone_masks\mask02454.dcm,4374,257077,281,412,0.9139155871291266,0.9396348012889366,0.0010918642513541449,0.08608441287087339,0.2643585205078125,0.8632326820603907,0.9265967588179218
dataset\inputs\input02455.dcm,dataset\bone_masks\mask02455.dcm,4388,257021,460,275,0.941025091143041,0.9051155115511551,0.0017865395893289213,0.05897490885695904,0.2803802490234375,0.8565293773179776,0.9227210598254653
dataset\inputs\input02456.dcm,dataset\bone_masks\mask02456.dcm,4579,257060,243,262,0.9458789506300351,0.9496059726254666,0.000944411841292173,0.05412104936996488,0.1926422119140625,0.9006687647521637,0.9477387974749043
dataset\inputs\input02457.dcm,dataset\bone_masks\mask02457.dcm,1919,259816,199,210,0.9013621418506341,0.9060434372049103,0.0007653404611272426,0.0986378581493659,0.1560211181640625,0.8243127147766324,0.9036967271014834
dataset\inputs\input02458.dcm,dataset\bone_masks\mask02458.dcm,4574,256987,249,334,0.9319478402607987,0.9483723823346465,0.000967982708485593,0.0680521597392013,0.2223968505859375,0.8869497770021332,0.9400883773507348
dataset\inputs\input02459.dcm,dataset\bone_masks\mask02459.dcm,4515,256822,435,372,0.9238796807857581,0.9121212121212121,0.0016909160878032473,0.07612031921424187,0.3078460693359375,0.8483652762119503,0.9179627935346142
dataset\inputs\input02460.dcm,dataset\bone_masks\mask02460.dcm,4459,256726,400,559,0.8886010362694301,0.9176785346779173,0.0015556575375496838,0.11139896373056994,0.3658294677734375,0.8229974160206719,0.9029057406094968
dataset\inputs\input02461.dcm,dataset\bone_masks\mask02461.dcm,4411,256643,533,557,0.8878824476650563,0.8921925566343042,0.00207251065418235,0.11211755233494364,0.415802001953125,0.8018542083257589,0.8900322841000807
dataset\inputs\input02462.dcm,dataset\bone_masks\mask02462.dcm,4641,256390,509,604,0.8848427073403241,0.9011650485436893,0.0019813233994682737,0.11515729265967588,0.4245758056640625,0.8065693430656934,0.8929292929292929
dataset\inputs\input02463.dcm,dataset\bone_masks\mask02463.dcm,5050,255900,663,531,0.904855760616377,0.8839488884999125,0.002584160615521334,0.095144239383623,0.455474853515625,0.8087764253683536,0.8942801487515495
dataset\inputs\input02464.dcm,dataset\bone_masks\mask02464.dcm,5516,255368,735,525,0.9130938586326767,0.8824188129899216,0.0028699390479611717,0.08690614136732329,0.48065185546875,0.8140495867768595,0.89749430523918
dataset\inputs\input02465.dcm,dataset\bone_masks\mask02465.dcm,5631,255435,610,468,0.9232661091982293,0.9022592533247877,0.002382393719853932,0.07673389080177079,0.411224365234375,0.8393203159934417,0.9126418152350081
dataset\inputs\input02466.dcm,dataset\bone_masks\mask02466.dcm,5663,255348,708,425,0.9301905387647832,0.8888714487521582,0.002765020151841785,0.06980946123521682,0.4322052001953125,0.8332842848734549,0.9090617224496348
dataset\inputs\input02467.dcm,dataset\bone_masks\mask02467.dcm,5293,255890,666,295,0.9472083035075161,0.8882362812552441,0.0025959244765275417,0.05279169649248389,0.3665924072265625,0.8463383434601857,0.9167749198926128
dataset\inputs\input02468.dcm,dataset\bone_masks\mask02468.dcm,2013,259786,182,163,0.9250919117647058,0.9170842824601366,0.0007000861644510094,0.07490808823529412,0.1316070556640625,0.8536895674300254,0.9210706932052162
dataset\inputs\input02469.dcm,dataset\bone_masks\mask02469.dcm,4862,256270,790,222,0.9563335955940204,0.8602264685067232,0.0030732124795767525,0.04366640440597954,0.38604736328125,0.8277153558052432,0.9057377049180327
dataset\inputs\input02470.dcm,dataset\bone_masks\mask02470.dcm,4380,256786,536,442,0.9083367897138117,0.8909682668836453,0.002082993292450704,0.0916632102861883,0.373077392578125,0.8174692049272118,0.8995686999383857
dataset\inputs\input02471.dcm,dataset\bone_masks\mask02471.dcm,4588,256945,184,427,0.9148554336989033,0.961441743503772,0.0007155941181274768,0.08514456630109671,0.2330780029296875,0.882477399499904,0.937570246245019
dataset\inputs\input02472.dcm,dataset\bone_masks\mask02472.dcm,4798,256732,167,447,0.9147759771210677,0.9663645518630413,0.0006500609188825181,0.08522402287893231,0.234222412109375,0.8865484109386549,0.9398628795298727
dataset\inputs\input02473.dcm,dataset\bone_masks\mask02473.dcm,2194,259568,202,180,0.9241786015164279,0.9156928213689483,0.0007776109635446741,0.07582139848357203,0.145721435546875,0.8517080745341615,0.919916142557652
dataset\inputs\input02474.dcm,dataset\bone_masks\mask02474.dcm,2208,259459,155,322,0.8727272727272727,0.9344054168429962,0.0005970402212515504,0.12727272727272726,0.1819610595703125,0.8223463687150837,0.9025137952176578
dataset\inputs\input02475.dcm,dataset\bone_masks\mask02475.dcm,12274,249216,492,162,0.9869733033129624,0.9614601284662384,0.001970301311932337,0.013026696687037632,0.249481201171875,0.9494121287128713,0.9740496785969367
dataset\inputs\input02476.dcm,dataset\bone_masks\mask02476.dcm,18558,243166,358,62,0.9966702470461869,0.9810742228801015,0.001470080977644914,0.003329752953813104,0.16021728515625,0.9778691116029086,0.9888107416879796
dataset\inputs\input02477.dcm,dataset\bone_masks\mask02477.dcm,8711,253215,167,51,0.9941794110933577,0.981189457084929,0.0006590839128272726,0.005820588906642319,0.083160400390625,0.9755851719117482,0.9876417233560091
dataset\inputs\input02478.dcm,dataset\bone_masks\mask02478.dcm,7578,253938,139,489,0.9393826701375976,0.9819878191006868,0.0005470782479327133,0.06061732986240238,0.23956298828125,0.9234706312454302,0.9602128737962493
dataset\inputs\input02479.dcm,dataset\bone_masks\mask02479.dcm,6368,255488,146,142,0.9781874039938556,0.9775867362603623,0.0005711290360437188,0.021812596006144394,0.10986328125,0.9567307692307692,0.9778869778869779
dataset\inputs\input02480.dcm,dataset\bone_masks\mask02480.dcm,5857,256042,120,125,0.9791039786024741,0.9799230383135352,0.0004684535567336295,0.020896021397525912,0.0934600830078125,0.9598492297607343,0.9795133372355548
dataset\inputs\input02481.dcm,dataset\bone_masks\mask02481.dcm,6797,255005,148,194,0.9722500357602631,0.9786897048236141,0.0005800441303845144,0.027749964239736805,0.130462646484375,0.9520941308306485,0.975459242250287
dataset\inputs\input02482.dcm,dataset\bone_masks\mask02482.dcm,8528,253234,186,196,0.9775332416322787,0.9786550378700941,0.0007339594349301554,0.02246675836772123,0.145721435546875,0.9571268237934905,0.9780938180984058
dataset\inputs\input02483.dcm,dataset\bone_masks\mask02483.dcm,8676,253061,214,193,0.978238809335889,0.9759280089988751,0.000844931398677327,0.02176119066411095,0.1552581787109375,0.9551910161840803,0.9770820429078214
dataset\inputs\input02484.dcm,dataset\bone_masks\mask02484.dcm,8599,253079,274,192,0.9781594812876806,0.9691198016454412,0.0010814949892047855,0.02184051871231942,0.177764892578125,0.9485934914506342,0.9736186594202898
dataset\inputs\input02485.dcm,dataset\bone_masks\mask02485.dcm,7924,253831,138,251,0.9692966360856269,0.9828826593897296,0.0005433734038406262,0.03070336391437309,0.1483917236328125,0.9532058222061831,0.976042372359426
dataset\inputs\input02486.dcm,dataset\bone_masks\mask02486.dcm,8141,253573,265,165,0.9801348422826872,0.9684748988817511,0.0010439729276152507,0.019865157717312787,0.164031982421875,0.949830824874577,0.9742699856390618
dataset\inputs\input02487.dcm,dataset\bone_masks\mask02487.dcm,9176,252610,164,194,0.9792956243329776,0.982441113490364,0.0006488009051563848,0.020704375667022414,0.136566162109375,0.9624501783092093,0.9808658471405666
dataset\inputs\input02488.dcm,dataset\bone_masks\mask02488.dcm,8709,253039,167,229,0.9743790557171627,0.9811852185669221,0.0006595420329692029,0.025620944282837323,0.15106201171875,0.9565074135090612,0.9777702930279556
dataset\inputs\input02489.dcm,dataset\bone_masks\mask02489.dcm,10143,251529,239,233,0.97754433307633,0.9769793874012714,0.0009492866448476376,0.022455666923670008,0.1800537109375,0.9555346208195948,0.9772617785913864
dataset\inputs\input02490.dcm,dataset\bone_masks\mask02490.dcm,10484,251093,298,269,0.9749837254719613,0.9723613429790391,0.0011854044098635194,0.025016274528038687,0.2162933349609375,0.948692426024794,0.9736707685163687
dataset\inputs\input02491.dcm,dataset\bone_masks\mask02491.dcm,9839,250772,1227,306,0.9698373583045835,0.889119826495572,0.004869066940741828,0.03016264169541646,0.5847930908203125,0.8651952163207879,0.9277261798123615
dataset\inputs\input02492.dcm,dataset\bone_masks\mask02492.dcm,10297,250875,285,687,0.9374544792425346,0.9730674730674731,0.0011347348303870043,0.0625455207574654,0.37078857421875,0.9137456739728458,0.954929054993972
dataset\inputs\input02493.dcm,dataset\bone_masks\mask02493.dcm,12162,249204,579,199,0.9839009788852034,0.9545561572874971,0.002318012034445899,0.01609902111479654,0.296783447265625,0.9398763523956724,0.9690064536690304
dataset\inputs\input02494.dcm,dataset\bone_masks\mask02494.dcm,13286,248130,567,161,0.9880270692347736,0.9590702374936837,0.0022798827488872,0.011972930765226444,0.2777099609375,0.9480519480519481,0.9733333333333334
dataset\inputs\input02495.dcm,dataset\bone_masks\mask02495.dcm,14345,247355,320,124,0.9914299536941046,0.9781793385612001,0.0012920157464419097,0.008570046305895362,0.16937255859375,0.9699776861180607,0.9847600741401799
